46,16
45,622
46,16
45,084
45,622
45,622
46,16
47,774
47,774
48,85
48,85
49,388
49,388
48,85
47,774
47,236
46,698
46,16
46,16
46,16
45,622
45,622
45,084
45,084
45,084
45,084
45,084
45,084
45,084
44,546
45,084
46,16
47,236
48,312
48,312
49,388
49,388
49,388
47,774
47,774
47,236
46,698
46,698
46,16
46,16
45,084
45,622
45,084
45,622
45,084
45,622
46,16
47,236
47,774
48,312
49,388
49,388
49,388
48,312
47,236
47,236
46,698
46,16
46,16
46,16
45,622
45,622
45,622
45,622
45,084
45,622
45,084
45,622
46,16
47,236
48,312
48,312
49,388
49,388
49,926
48,312
47,774
47,236
46,16
46,16
46,16
46,16
45,622
45,084
45,084
45,084
46,698
47,774
47,774
49,388
49,388
49,926
48,85
47,774
47,236
47,236
46,16
45,622
46,16
45,622
45,622
45,622
45,084
45,084
45,084
45,084
45,084
45,084
46,16
47,236
48,312
48,312
49,388
49,388
48,312
48,312
47,236
47,236
46,16
45,622
45,622
45,622
45,622
45,622
45,622
45,084
45,084
45,084
46,16
46,16
48,312
48,312
48,312
49,388
49,926
48,85
47,774
47,236
47,236
46,698
46,16
46,16
45,622
45,084
45,622
46,16
45,622
45,084
45,084
45,084
45,084
45,622
46,16
47,236
47,774
48,312
48,85
49,388
49,926
49,388
48,312
47,774
47,236
47,236
47,236
46,16
45,622
45,622
45,622
45,084
45,084
45,084
45,084
45,084
46,698
47,236
47,236
48,312
49,388
49,388
49,926
49,388
47,774
47,236
47,236
46,698
46,698
46,16
46,16
45,084
45,084
45,084
45,084
45,084
45,084
45,084
45,622
46,698
47,236
47,774
48,312
49,388
49,388
49,388
47,774
47,236
47,236
46,698
45,622
46,16
46,16
45,084
45,622
45,084
45,084
45,084
45,084
45,084
45,084
45,084
46,698
47,236
47,774
48,312
49,388
49,388
50,464
48,85
48,312
47,774
47,236
46,16
46,16
46,16
46,16
45,622
46,16
45,084
45,084
45,084
45,084
46,16
47,774
47,774
48,312
49,388
49,388
50,464
48,312
47,774
47,774
47,236
46,698
46,16
45,622
46,16
45,622
45,084
45,084
45,084
45,084
45,084
45,084
46,16
46,16
47,236
48,312
48,85
49,388
49,388
49,388
48,312
47,236
47,236
46,16
46,16
46,16
46,16
45,084
45,622
45,084
45,084
45,084
45,084
45,084
46,16
47,236
47,774
48,312
48,85
49,388
49,388
49,926
48,85
47,236
47,236
46,698
46,698
46,16
46,698
45,622
45,622
46,16
45,622
45,622
45,622
45,084
45,084
45,084
44,546
46,16
47,236
47,774
48,312
48,85
49,388
49,388
48,312
47,774
47,236
47,236
47,236
46,16
46,16
45,622
45,622
45,622
45,084
45,622
45,084
46,698
47,236
47,774
48,312
49,388
49,926
49,388
48,85
47,236
47,236
46,16
46,698
46,16
46,16
46,16
45,622
45,084
45,084
45,622
47,236
47,774
48,312
48,312
50,464
49,388
48,312
48,312
47,236
46,698
46,16
46,16
46,16
45,622
45,622
46,16
45,084
45,622
45,084
45,084
45,084
45,084
45,622
47,236
47,774
48,312
48,312
48,85
50,464
49,388
48,312
47,774
47,236
46,698
46,16
45,622
46,16
45,622
45,622
45,084
45,084
45,622
45,084
45,084
46,16
47,236
47,774
48,312
49,388
49,388
49,926
48,312
48,312
47,236
46,698
46,16
46,16
46,16
45,622
45,622
46,16
45,084
45,622
47,236
47,236
